PassengerId,Survived_pred,Prob
892,0,0.13945330696786543
893,0,0.479202130257451
894,0,0.14437015788437804
895,0,0.1286165780712744
896,0,0.45687256970215184
897,0,0.1286165780712744
898,1,0.6120729196821093
899,0,0.21521666903768438
900,1,0.6262397810802312
901,0,0.1427254356952059
902,0,0.1286165780712744
903,0,0.24079660814987594
904,1,0.8788135333708957
905,0,0.16403962890166518
906,1,0.8788135333708957
907,1,0.8943117039703804
908,0,0.14437015788437804
909,0,0.1623124683023636
910,0,0.45687256970215184
911,1,0.5974914059349866
912,0,0.3288478707637673
913,0,0.38826315797587674
914,1,0.8654644856878198
915,0,0.38401870762241463
916,1,0.9131742991614659
917,0,0.1186475073756126
918,1,0.9223074686420906
919,0,0.1623124683023636
920,0,0.3190865451340379
921,0,0.16221941563310255
922,0,0.16403962890166518
923,0,0.22172719811287123
924,0,0.4912438485177564
925,0,0.4912438485177564
926,0,0.35580452008957214
927,0,0.1623124683023636
928,0,0.45687256970215184
929,0,0.45687256970215184
930,0,0.1286165780712744
931,0,0.34065851697184113
932,0,0.14651285861343116
933,0,0.30712254764091407
934,0,0.1286165780712744
935,1,0.8182850895058541
936,1,0.9228788053030169
937,0,0.1286165780712744
938,0,0.328842494469713
939,0,0.13945330696786543
940,1,0.9031953867701016
941,0,0.4912438485177564
942,0,0.3456606379712889
943,0,0.15540856749265913
944,1,0.8355086403014577
945,1,0.7664655514108654
946,0,0.17024028602337413
947,0,0.14093951953161793
948,0,0.1286165780712744
949,0,0.1286165780712744
950,0,0.14488011093772654
951,1,0.9131742991614659
952,0,0.1286165780712744
953,0,0.14599253518569846
954,0,0.1286165780712744
955,1,0.6120729196821093
956,0,0.49563214221140006
957,1,0.8378996879607894
958,1,0.6120729196821093
959,0,0.2989160044613074
960,0,0.316682828031684
961,1,0.6646347153690212
962,1,0.6120729196821093
963,0,0.1286165780712744
964,0,0.45687256970215184
965,0,0.316682828031684
966,1,0.9131742991614659
967,0,0.35580452008957214
968,0,0.1286165780712744
969,1,0.8412972094492731
970,0,0.14599253518569846
971,1,0.6120729196821093
972,1,0.687720159825374
973,0,0.2557920765178154
974,0,0.24079660814987594
975,0,0.1286165780712744
976,0,0.14437015788437804
977,0,0.13537214389797825
978,1,0.6120729196821093
979,0,0.45687256970215184
980,1,0.6120729196821093
981,1,0.7608041123347153
982,0,0.434136529368598
983,0,0.1286165780712744
984,1,0.8540774507186323
985,0,0.1286165780712744
986,0,0.27236157126291993
987,0,0.1286165780712744
988,1,0.8747056299056324
989,0,0.1286165780712744
990,0,0.479202130257451
991,0,0.1286165780712744
992,1,0.9455200085528527
993,0,0.16403962890166518
994,0,0.13945330696786543
995,0,0.1286165780712744
996,1,0.6050182155564878
997,0,0.14488011093772654
998,0,0.13945330696786543
999,0,0.13945330696786543
1000,0,0.1286165780712744
1001,0,0.14599253518569846
1002,0,0.14016853886229846
1003,1,0.6120729196821093
1004,1,0.903193256911125
1005,1,0.6120729196821093
1006,1,0.8412265067957317
1007,0,0.1501817640031402
1008,0,0.14651285861343116
1009,1,0.7375578638026155
1010,0,0.35580452008957214
1011,1,0.8378996879607894
1012,1,0.8906829823224897
1013,0,0.13945330696786543
1014,1,0.9131742991614659
1015,0,0.1286165780712744
1016,0,0.13945330696786543
1017,0,0.4912438485177564
1018,0,0.1286165780712744
1019,1,0.619339331613784
1020,0,0.14599253518569846
1021,0,0.1286165780712744
1022,0,0.1286165780712744
1023,0,0.2913496305771321
1024,0,0.22926369933284968
1025,0,0.14651285861343116
1026,0,0.1286165780712744
1027,0,0.1286165780712744
1028,0,0.1623124683023636
1029,0,0.14599253518569846
1030,0,0.45687256970215184
1031,0,0.12979244711578272
1032,0,0.21948872970985459
1033,1,0.8788135333708957
1034,0,0.28751563290673915
1035,0,0.16403962890166518
1036,0,0.30712254764091407
1037,0,0.24184514040717023
1038,0,0.2989160044613074
1039,0,0.1286165780712744
1040,0,0.30712254764091407
1041,0,0.16403962890166518
1042,1,0.9223074686420906
1043,0,0.14651285861343116
1044,0,0.20020864191141946
1045,0,0.45687256970215184
1046,0,0.07708240455365994
1047,0,0.1286165780712744
1048,1,0.8788135333708957
1049,0,0.479202130257451
1050,0,0.30712254764091407
1051,0,0.45687256970215184
1052,1,0.6120729196821093
1053,0,0.4663307645070697
1054,1,0.8182850895058541
1055,0,0.1286165780712744
1056,0,0.14599253518569846
1057,0,0.4912438485177564
1058,0,0.30833450725664435
1059,0,0.19742108541008532
1060,1,0.903193256911125
1061,0,0.45687256970215184
1062,0,0.1286165780712744
1063,0,0.1623124683023636
1064,0,0.1186475073756126
1065,0,0.14651285861343116
1066,0,0.14084336179660495
1067,1,0.8451475660858525
1068,1,0.8378996879607894
1069,0,0.4470682912691549
1070,1,0.822801076835522
1071,1,0.8724989878535211
1072,0,0.14599253518569846
1073,0,0.35580452008957214
1074,1,0.9228788053030169
1075,0,0.13945330696786543
1076,1,0.9223074686420906
1077,0,0.16403962890166518
1078,1,0.8378996879607894
1079,0,0.12666794771516213
1080,0,0.281435382542036
1081,0,0.14599253518569846
1082,0,0.16403962890166518
1083,0,0.24079660814987594
1084,0,0.29381576520442576
1085,0,0.14437015788437804
1086,1,0.5460085297886192
1087,0,0.1286165780712744
1088,1,0.823046978865052
1089,0,0.479202130257451
1090,0,0.14599253518569846
1091,0,0.45687256970215184
1092,1,0.6234564870892062
1093,1,0.693430810542073
1094,0,0.35580452008957214
1095,1,0.918936675209691
1096,0,0.14599253518569846
1097,0,0.23549917655518485
1098,1,0.6120729196821093
1099,0,0.14599253518569846
1100,1,0.903193256911125
1101,0,0.1286165780712744
1102,0,0.14488011093772654
1103,0,0.1286165780712744
1104,0,0.2463221623007166
1105,1,0.8378996879607894
1106,1,0.6600290227140373
1107,0,0.2989160044613074
1108,1,0.6120729196821093
1109,0,0.3190918377592342
1110,1,0.9031953867701016
1111,0,0.1286165780712744
1112,1,0.8672147558798429
1113,0,0.1286165780712744
1114,1,0.8182850895058541
1115,0,0.1286165780712744
1116,1,0.8922026338900216
1117,1,0.6090295419551431
1118,0,0.1286165780712744
1119,1,0.6120729196821093
1120,0,0.1186475073756126
1121,0,0.14599253518569846
1122,0,0.2565516784208678
1123,1,0.8654644856878198
1124,0,0.1286165780712744
1125,0,0.13945330696786543
1126,0,0.35580452008957214
1127,0,0.1286165780712744
1128,0,0.2643641632912185
1129,0,0.1623124683023636
1130,1,0.8182850895058541
1131,1,0.9131742991614659
1132,1,0.8922026338900216
1133,1,0.8378996879607894
1134,0,0.35580452008957214
1135,0,0.1286165780712744
1136,0,0.14488011093772654
1137,0,0.2989160044613074
1138,1,0.8378996879607894
1139,0,0.22476184069218116
1140,1,0.8378996879607894
1141,1,0.5531161251288575
1142,1,0.9407761408654148
1143,0,0.1286165780712744
1144,0,0.38401870762241463
1145,0,0.1286165780712744
1146,0,0.1286165780712744
1147,0,0.1286165780712744
1148,0,0.13945330696786543
1149,0,0.1286165780712744
1150,1,0.8182850895058541
1151,0,0.1286165780712744
1152,0,0.14488011093772654
1153,0,0.1286165780712744
1154,1,0.8378996879607894
1155,1,0.7282378842799904
1156,0,0.15163475642227522
1157,0,0.1286165780712744
1158,0,0.2042443886388468
1159,0,0.1286165780712744
1160,0,0.45687256970215184
1161,0,0.1286165780712744
1162,0,0.35580452008957214
1163,0,0.13945330696786543
1164,1,0.9223074686420906
1165,1,0.6234564870892062
1166,0,0.14651285861343116
1167,1,0.8378996879607894
1168,0,0.14599253518569846
1169,0,0.16403962890166518
1170,0,0.16403962890166518
1171,0,0.14599253518569846
1172,0,0.45687256970215184
1173,1,0.7126444438130025
1174,1,0.6120729196821093
1175,1,0.7850392299877773
1176,1,0.7375578638026155
1177,0,0.1286165780712744
1178,0,0.1286165780712744
1179,0,0.3456606379712889
1180,0,0.14651285861343116
1181,0,0.1286165780712744
1182,0,0.2989160044613074
1183,1,0.6120729196821093
1184,0,0.14651285861343116
1185,0,0.3190918377592342
1186,0,0.1286165780712744
1187,0,0.1286165780712744
1188,1,0.9594477140199247
1189,0,0.16221941563310255
1190,0,0.2989160044613074
1191,0,0.1286165780712744
1192,0,0.1286165780712744
1193,0,0.14016853886229846
1194,0,0.16403962890166518
1195,0,0.1286165780712744
1196,1,0.6120729196821093
1197,1,0.8071584646462124
1198,0,0.3456606379712889
1199,1,0.7126444438130025
1200,0,0.3190918377592342
1201,0,0.434136529368598
1202,0,0.1286165780712744
1203,0,0.1623124683023636
1204,0,0.1286165780712744
1205,1,0.6120729196821093
1206,1,0.9031953867701016
1207,1,0.6120729196821093
1208,0,0.3288478707637673
1209,0,0.14599253518569846
1210,0,0.1286165780712744
1211,0,0.22172719811287123
1212,0,0.1286165780712744
1213,0,0.1623124683023636
1214,0,0.14599253518569846
1215,0,0.30712254764091407
1216,1,0.8788135333708957
1217,0,0.1286165780712744
1218,1,0.8889673389515438
1219,0,0.35580452008957214
1220,0,0.16403962890166518
1221,0,0.14599253518569846
1222,1,0.8378996879607894
1223,0,0.328842494469713
1224,0,0.14651285861343116
1225,1,0.6374538694674216
1226,0,0.1286165780712744
1227,0,0.24079660814987594
1228,0,0.14599253518569846
1229,0,0.14651285861343116
1230,0,0.22476184069218116
1231,0,0.14651285861343116
1232,0,0.14599253518569846
1233,0,0.1286165780712744
1234,0,0.17015198506892262
1235,1,0.9031953867701016
1236,0,0.1186475073756126
1237,0,0.479202130257451
1238,0,0.14599253518569846
1239,1,0.5974914059349866
1240,0,0.14599253518569846
1241,1,0.8378996879607894
1242,1,0.9131742991614659
1243,0,0.14599253518569846
1244,0,0.2463221623007166
1245,0,0.2463221623007166
1246,1,0.7375578638026155
1247,0,0.21958319986054903
1248,1,0.8385076646061551
1249,0,0.1286165780712744
1250,0,0.13945330696786543
1251,0,0.4912438485177564
1252,0,0.09570703091901818
1253,1,0.8943117039703804
1254,1,0.8378996879607894
1255,0,0.1286165780712744
1256,1,0.9514317052482361
1257,0,0.27116477082351764
1258,0,0.13537214389797825
1259,0,0.46766508244653937
1260,1,0.9131742991614659
1261,0,0.15163475642227522
1262,0,0.14599253518569846
1263,1,0.9131742991614659
1264,0,0.2042443886388468
1265,0,0.14599253518569846
1266,1,0.8654673219811697
1267,1,0.9131742991614659
1268,0,0.4525334081480595
1269,0,0.14599253518569846
1270,0,0.27443326519316086
1271,0,0.2847704799772533
1272,0,0.13945330696786543
1273,0,0.13945330696786543
1274,0,0.434136529368598
1275,0,0.4912438485177564
1276,0,0.14599253518569846
1277,1,0.8535208959053794
1278,0,0.1286165780712744
1279,0,0.14599253518569846
1280,0,0.13945330696786543
1281,0,0.2122753716294836
1282,0,0.3456606379712889
1283,1,0.8385076646061551
1284,0,0.20187166380635688
1285,0,0.14599253518569846
1286,0,0.05350405936232352
1287,1,0.8788135333708957
1288,0,0.13945330696786543
1289,1,0.9131742991614659
1290,0,0.1286165780712744
1291,0,0.13945330696786543
1292,1,0.8788135333708957
1293,0,0.16403962890166518
1294,1,0.9223074686420906
1295,0,0.2989160044613074
1296,0,0.316682828031684
1297,0,0.16787805760855432
1298,0,0.14599253518569846
1299,0,0.3288478707637673
1300,1,0.6120729196821093
1301,1,0.7282378842799904
1302,1,0.6120729196821093
1303,1,0.9178912769264828
1304,0,0.479202130257451
1305,0,0.1286165780712744
1306,1,0.9131742991614659
1307,0,0.1286165780712744
1308,0,0.1286165780712744
1309,0,0.16461187497799612
