id,Machine_failure_pred,Probability
136429,0,0.0021015403785197622
136430,0,0.0010394378087287743
136431,0,0.0025633072894911627
136432,0,0.002772548204351883
136433,0,0.003426164280431176
136434,0,0.002564371512549826
136435,0,0.0037046733536594653
136436,0,0.005041501002152451
136437,0,0.0013006197409130074
136438,0,0.001223807063732613
136439,0,0.0023854825144161533
136440,0,0.0020756214373726396
136441,0,0.001173473051616047
136442,0,0.001809266722478707
136443,0,0.0027332131765474654
136444,0,0.005456925270674194
136445,0,0.0010076336269835586
136446,1,0.9925737482923483
136447,0,0.002396893061222592
136448,0,0.0019374329025084861
136449,0,0.005476986747770296
136450,0,0.0039959248207986795
136451,0,0.021149403026718958
136452,0,0.022558170135046574
136453,0,0.003807871663727537
136454,0,0.001413491054464833
136455,0,0.0018253494580089528
136456,0,0.007248347787403663
136457,0,0.005935733214599645
136458,0,0.004776477569288021
136459,0,0.0031994336087155747
136460,0,0.002738870332180383
136461,0,0.001146744638425176
136462,0,0.01779349835597057
136463,0,0.0020760461454373018
136464,0,0.0033899065444099085
136465,0,0.0014937229717449387
136466,0,0.0018708936429372798
136467,0,0.0012666870517101649
136468,0,0.0025258736975112663
136469,0,0.0013308655789832674
136470,0,0.0027615152671997397
136471,0,0.008501869557261166
136472,0,0.006893810591118874
136473,0,0.00240860937302214
136474,0,0.002448360872549553
136475,0,0.0028012231801860157
136476,0,0.006625733839415008
136477,0,0.002364348027158803
136478,0,0.0019995223138307996
136479,0,0.0012321281491192019
136480,0,0.006662772677508717
136481,0,0.0022048161967756184
136482,0,0.03306666225466426
136483,0,0.0027835607583303447
136484,0,0.0010077119844886743
136485,0,0.0012780734121293593
136486,0,0.0024594515963583387
136487,0,0.0014544632656544906
136488,0,0.0040290553960323555
136489,0,0.001097687399957382
136490,0,0.02403913352669966
136491,0,0.0034637750834315304
136492,0,0.0030279425729958192
136493,0,0.0032781588619410795
136494,0,0.001050419051776504
136495,0,0.002821517915404359
136496,0,0.004773356343833753
136497,0,0.0025205328512733346
136498,0,0.010197086605325355
136499,0,0.0013118454919970272
136500,0,0.0006181536711843531
136501,0,0.0016077776920326232
136502,0,0.006471688076877955
136503,0,0.0025675798523648844
136504,0,0.0012516794290524339
136505,0,0.0010798462382089
136506,0,0.0027842998899845614
136507,0,0.0006738787298257724
136508,0,0.0009850518773948118
136509,0,0.0035011082247355216
136510,0,0.0015368490647993623
136511,0,0.01008765647589108
136512,0,0.0007933187819967758
136513,0,0.006600026903025869
136514,0,0.0020555928482536476
136515,0,0.0021012310879327057
136516,0,0.003581653388203984
136517,0,0.0015917121364050965
136518,0,0.0016358458865447748
136519,0,0.0025159105118461207
136520,0,0.0016529730280828486
136521,0,0.0018460849852323005
136522,0,0.0031542554841592885
136523,0,0.0011586788746798364
136524,0,0.0012989023571989488
136525,0,0.005354212276436727
136526,0,0.005652817404298206
136527,0,0.007147818235140189
136528,0,0.0012363049884795846
136529,0,0.005982384346885735
136530,0,0.002637058434286384
136531,0,0.003679752452747255
136532,0,0.0032574335824454618
136533,0,0.0026086674363866072
136534,0,0.0005514598882430149
136535,0,0.0029037958405358933
136536,0,0.0020310153589977445
136537,0,0.0009220797296526741
136538,0,0.005942877309613051
136539,0,0.0013057713933328327
136540,0,0.0019104958335247123
136541,0,0.0008184949260039513
136542,0,0.004019049275068532
136543,0,0.007523549152300139
136544,0,0.002046055940946983
136545,0,0.005108807631610261
136546,0,0.000645042776852368
136547,0,0.0031639847867094596
136548,0,0.002269899465560323
136549,0,0.001825600165923938
136550,0,0.005943352285925016
136551,0,0.0016947776605846902
136552,0,0.0016806235675790307
136553,0,0.001369921700750797
136554,0,0.003307667585132217
136555,0,0.014739142004085319
136556,0,0.00790186006494598
136557,0,0.004544378697050331
136558,0,0.0040534231939037026
136559,0,0.0027861954856746246
136560,0,0.0046787000828065976
136561,0,0.009405368733665542
136562,0,0.001936754625825466
136563,0,0.002667067829273243
136564,0,0.0014501177552486365
136565,0,0.01596241764439921
136566,0,0.0012216984778665944
136567,0,0.005365774891411911
136568,0,0.0035529478341920447
136569,0,0.00402179998456578
136570,0,0.000839518246924982
136571,0,0.005044260779639466
136572,0,0.0038363484089806677
136573,0,0.0016307417937308614
136574,0,0.005796232116910996
136575,0,0.0015857536849506538
136576,0,0.00504742897182213
136577,0,0.004800342565976504
136578,0,0.0013491743869398427
136579,0,0.006728765841595069
136580,0,0.0012897708016531226
136581,0,0.0011057154167307156
136582,0,0.0011736990152890936
136583,0,0.0011983217029491646
136584,0,0.0020685568162389398
136585,0,0.004497320281026567
136586,0,0.054681838999143736
136587,0,0.0009313274653250493
136588,0,0.005634741469655021
136589,0,0.0026277847622470664
136590,0,0.0014711409871199334
136591,0,0.0033011412186428803
136592,0,0.009843157836229889
136593,0,0.005381292856054364
136594,0,0.0005611075139226312
136595,0,0.00156149658209988
136596,0,0.0012232096731509122
136597,0,0.0015325567512695963
136598,0,0.005288326185741423
136599,0,0.0024687429250481114
136600,0,0.002060879336198344
136601,0,0.004041561543307294
136602,0,0.006470018975103237
136603,0,0.003297257005660566
136604,0,0.001054444016019733
136605,0,0.0060916402002016545
136606,0,0.002469583708902324
136607,0,0.0033940329620285262
136608,0,0.0027271233950960407
136609,0,0.004601005396799867
136610,0,0.005080932525286601
136611,0,0.0011253756033990335
136612,0,0.0019408174446005095
136613,0,0.003041498769853026
136614,0,0.0008941782594026424
136615,0,0.0007905413979404433
136616,0,0.0013433973268411694
136617,0,0.009544345094095604
136618,0,0.0017506952082162641
136619,0,0.0018568634631343781
136620,0,0.00175712404032561
136621,0,0.0032736740722691116
136622,0,0.002011094298983002
136623,0,0.0010391595505608645
136624,0,0.0014773303222792183
136625,0,0.003895354855296707
136626,0,0.00037208839856149405
136627,0,0.003356503282443861
136628,0,0.002583263384543311
136629,0,0.00040564128660903944
136630,0,0.0010688467884240522
136631,0,0.006579854873678039
136632,0,0.003866014915805219
136633,0,0.0017036970559981227
136634,0,0.001527139259643899
136635,0,0.01227093357694465
136636,0,0.012447656459817645
136637,0,0.0034752836181267117
136638,1,0.9962917638900027
136639,0,0.005844390853587195
136640,0,0.011772044644308791
136641,0,0.0018816136844862393
136642,0,0.0020013385647429903
136643,0,0.03660053490093087
136644,0,0.0010237410593514564
136645,0,0.0011288186985583186
136646,0,0.001011236879895615
136647,0,0.010575757727736895
136648,0,0.01786568382625279
136649,0,0.0020195733148726993
136650,0,0.004925268771007513
136651,0,0.0009899135110627451
136652,1,0.9875497760676679
136653,0,0.001593507491023812
136654,0,0.0017320173296308083
136655,0,0.005574419375659521
136656,0,0.004361441405793943
136657,0,0.004226550716918434
136658,0,0.0016800863528424468
136659,0,0.0023169045299374674
136660,0,0.0016594801384504146
136661,0,0.004122558164539653
136662,0,0.011724276138506686
136663,0,0.0026122559700090453
136664,0,0.017174911468781473
136665,0,0.0016290239864688173
136666,0,0.000419768966770187
136667,0,0.016897883634786552
136668,0,0.0033555271862389787
136669,0,0.0025831892663734195
136670,0,0.004718570268138436
136671,0,0.001978205442959822
136672,0,0.002004312472260332
136673,0,0.0013291432706315288
136674,0,0.0006629377275049483
136675,0,0.002863307211916429
136676,0,0.002904257125109887
136677,0,0.0036488327232403837
136678,0,0.001267791526234107
136679,0,0.0023185979744193195
136680,0,0.0072854188318122095
136681,0,0.0019029921350206653
136682,0,0.0019169492553627971
136683,0,0.00198010052847749
136684,0,0.004441567166820167
136685,0,0.01334155525515931
136686,0,0.0028260650134839787
136687,0,0.0056635865921016776
136688,0,0.005502167143258055
136689,0,0.006216270329372916
136690,0,0.00264443586688039
136691,0,0.012918996494993182
136692,0,0.0028153280222394383
136693,0,0.000757758881710613
136694,0,0.000986908066100207
136695,0,0.0018461716111701698
136696,0,0.005861363502802916
136697,0,0.0005238401086307683
136698,0,0.006142947389349345
136699,0,0.004074977590404607
136700,0,0.0012573651805129953
136701,0,0.0022549578279004927
136702,0,0.00134696341413145
136703,0,0.008905502911098971
136704,0,0.0006958655396373924
136705,0,0.000736744640961922
136706,0,0.0015306412735789888
136707,0,0.0031847605336038907
136708,0,0.010623443534615983
136709,0,0.0001884302074656929
136710,0,0.0021052708683470343
136711,0,0.0037357629179548342
136712,0,0.00048197499896020446
136713,0,0.0021335335497336995
136714,0,0.013786309455185537
136715,0,0.005783890402331555
136716,0,0.0017640453642602833
136717,0,0.005114297904268204
136718,0,0.015436186915643812
136719,0,0.0025926257683541423
136720,0,0.00019299597530865456
136721,0,0.0018347712336761288
136722,0,0.0012499797575797132
136723,0,0.001689478476087088
136724,0,0.0020237439834405032
136725,0,0.0026459443480356024
136726,0,0.0013816426781808856
136727,0,0.0015384706806994817
136728,0,0.0010018515915137798
136729,0,0.003185379010067313
