Id,SalePrice_pred
1461,113675.19915278963
1462,147343.32276500796
1463,172961.67812316673
1464,190018.74457996705
1465,190939.71493838797
1466,182162.1897882896
1467,183806.0659194809
1468,170421.79044687081
1469,217646.0492701634
1470,114981.44944044323
1471,186054.60727825022
1472,104329.50615727129
1473,87218.3807544021
1474,151408.77667574774
1475,109489.07855338053
1476,347441.90886878956
1477,241132.22943623087
1478,311393.839256706
1479,289208.1445830425
1480,434240.9094030799
1481,301222.194546085
1482,210210.37906948343
1483,180245.19265523602
1484,164471.31117439183
1485,201487.92871395446
1486,211299.16283496298
1487,304465.49686450686
1488,244648.71596369595
1489,192542.02395548497
1490,241598.46645181952
1491,205636.61558466533
1492,98520.88484224687
1493,216041.4130901359
1494,284215.828380784
1495,267506.62194382097
1496,233058.2613984754
1497,183711.2411257282
1498,159994.2711504462
1499,168122.158535434
1500,158960.4653614278
1501,208803.99120716073
1502,149457.1633687644
1503,268899.90691084246
1504,242100.50732996885
1505,220204.44762923304
1506,192798.90459119817
1507,246649.79433922938
1508,202641.26762783754
1509,160346.30065753477
1510,140991.8083647752
1511,145236.7411896186
1512,185913.26955313043
1513,164914.14885461936
1514,149677.22351966487
1515,216252.5044320587
1516,181996.61904946782
1517,174957.58595664595
1518,138862.76868495834
1519,221074.19135222555
1520,117330.86866541312
1521,110853.29491637432
1522,206659.40069787382
1523,101947.22499110473
1524,127416.26297073321
1525,107688.30440281241
1526,96112.57699051178
1527,101166.26121748719
1528,152924.43241699424
1529,128745.81529714933
1530,220149.6488731562
1531,147637.9793086786
1532,114544.59335716048
1533,150659.64915899813
1534,128902.67373278522
1535,143380.38537054724
1536,103626.59540117106
1537,36277.32190667672
1538,178400.71278506727
1539,225343.86696698086
1540,115885.74883931865
1541,136244.9055178424
1542,124552.68889049045
1543,178895.38089693635
1544,88462.4250688679
1545,124265.38060392778
1546,131396.11398292455
1547,134365.00595143464
1548,134947.56711489274
1549,109192.43173462221
1550,129841.88617163643
1551,121657.11903710198
1552,138895.41842165557
1553,161578.43359853604
1554,120808.83342459108
1555,151271.23961493358
1556,83255.76347252021
1557,95022.32876585524
1558,93625.62349473733
1559,76100.95188927941
1560,148290.5418150387
1561,136646.5380729477
1562,120717.65089322744
1563,118514.95223937178
1564,150653.4281398059
1565,137481.04099021718
1566,248417.79366563167
1567,76106.58029396005
1568,224843.3248902263
1569,115295.4573957262
1570,147060.11810604038
1571,107872.89264487952
1572,147518.64530327014
1573,251497.6526690863
1574,131777.19194372892
1575,242842.59230523463
1576,234685.64647452533
1577,189638.31032614925
1578,156607.3357965775
1579,133981.2192872307
1580,194342.3984536255
1581,151135.4864345696
1582,133791.05324657453
1583,276598.1031515058
1584,228808.57559035128
1585,145108.64213181316
1586,44960.53377378099
1587,106396.02543095895
1588,158311.81108353683
1589,114715.00848981312
1590,142699.23242906993
1591,84584.20051541996
1592,136159.8528503296
1593,148574.20959450022
1594,141879.94072447473
1595,122486.57958144881
1596,207534.89428860074
1597,176841.14559651917
1598,200489.0162869878
1599,195012.62243703505
1600,176694.91469871876
1601,33088.9025856088
1602,122196.38322695481
1603,84225.66441745107
1604,275816.17898086226
1605,252345.91354692803
1606,164809.7469895843
1607,184268.09563864704
1608,223070.98142593625
1609,193485.71804138462
1610,155412.36511327405
1611,148643.1851951397
1612,191220.76294705737
1613,168175.60231981718
1614,132268.9591244313
1615,75383.36397750322
1616,54220.32888239315
1617,71407.41417445548
1618,108093.62217339184
1619,152721.1031077581
1620,194153.6751708259
1621,134117.41582811504
1622,139500.68491613175
1623,263490.06454245094
1624,217860.20022385023
1625,110211.88486971939
1626,185800.28331856534
1627,183556.49372563532
1628,276668.7724574278
1629,177405.4304194154
1630,311928.84237064444
1631,207642.22164983535
1632,222081.8739630569
1633,186628.41122296653
1634,198766.6969384951
1635,185305.89223338716
1636,155683.90303618298
1637,203287.79087096686
1638,210955.4955773681
1639,195316.367042959
1640,253038.59327963187
1641,188030.0459668507
1642,253629.19925367617
1643,225519.78128702316
1644,228665.2609466185
1645,218634.11925444615
1646,165523.18450599947
1647,166260.89150413522
1648,131938.00851414155
1649,129510.56620254542
1650,115492.39348471467
1651,110798.4212908204
1652,111411.20232807711
1653,112097.77728088148
1654,144405.9097253168
1655,137256.3365363357
1656,137664.06805589912
1657,144939.7387870634
1658,148448.43888793318
1659,115808.67519116984
1660,147766.24749720164
1661,404653.94105918286
1662,358486.06097924814
1663,362278.34793682257
1664,447206.7774568044
1665,323403.4747911274
1666,302775.46336983127
1667,336738.66913880233
1668,337295.69262840494
1669,311728.62392162567
1670,338127.15004447696
1671,244092.1312545176
1672,380976.42293291003
1673,280206.7543542429
1674,252506.32952073525
1675,190012.7940584347
1676,198740.39601249213
1677,207255.95124360558
1678,431091.3200956216
1679,355423.8061162753
1680,316722.74594579515
1681,279384.7316860549
1682,300087.26067878224
1683,191460.9536150615
1684,193669.88918849776
1685,190492.4072942013
1686,174839.09543962684
1687,192993.14549252772
1688,204552.19117804588
1689,213169.9261507019
1690,207273.82287278687
1691,199711.81567521984
1692,276566.1249685842
1693,181084.98725066645
1694,185112.21323942428
1695,176267.2098021742
1696,266071.5640446567
1697,184930.97792710233
1698,302496.26186175697
1699,301729.7815764599
1700,247400.94639982338
1701,268201.9416725292
1702,250335.0497521478
1703,244883.93006674893
1704,268221.0119964344
1705,255193.72100456507
1706,392058.2121424962
1707,221913.47211228148
1708,196600.91344966277
1709,257260.82986498612
1710,225185.3351531781
1711,274223.40131338325
1712,244472.30596170406
1713,258885.0040279028
1714,216851.22270739777
1715,208629.95135374917
1716,183263.80257740634
1717,185876.5736645918
1718,137857.6593791837
1719,227751.78219132306
1720,237277.38888450598
1721,177381.74839934465
1722,125246.14310271112
1723,157277.0887608965
1724,213595.19996524046
1725,232327.98369847657
1726,195715.72474973393
1727,159198.11300570454
1728,203664.1722953091
1729,158554.5183043057
1730,181642.8700260568
1731,123643.22862316534
1732,123870.28496650659
1733,103328.34881730072
1734,114845.86574676467
1735,136054.09694423227
1736,94391.95654079053
1737,291934.0924002121
1738,232754.36559780705
1739,262508.21498740313
1740,208086.5738937992
1741,184247.74277794844
1742,184522.3591539197
1743,177837.57618597368
1744,319610.2288878205
1745,213612.82828611156
1746,241175.84035492432
1747,226021.1322398507
1748,246422.98377666465
1749,144663.07846551802
1750,146462.0639965082
1751,248030.31228582351
1752,113303.67656423562
1753,153367.3557434115
1754,211900.57380343642
1755,166555.42677616928
1756,128900.75048450351
1757,106038.31687930615
1758,149699.8486661297
1759,170263.0806076835
1760,166093.52895303347
1761,160765.80897788223
1762,184344.87267054743
1763,186552.38247652014
1764,116772.73908333667
1765,195059.71904956634
1766,191867.21012654784
1767,231819.83175826957
1768,145141.14802160353
1769,172294.67036774944
1770,163069.45892818703
1771,107635.78406748318
1772,130949.26832607771
1773,123317.58361898335
1774,172309.77569336747
1775,135800.7693530632
1776,139002.63586028825
1777,112825.25374743831
1778,145656.4277798936
1779,117319.77596544118
1780,194675.15172094904
1781,120808.42206439894
1782,69223.87429672567
1783,139349.575293717
1784,102257.74507869492
1785,133396.34223526192
1786,158085.75945276217
1787,193734.8272005468
1788,62456.78043806132
1789,108384.50312523627
1790,54299.91946367848
1791,224226.71768866153
1792,167260.09178437802
1793,136709.72246047793
1794,171824.32271210852
1795,131761.88309076647
1796,144217.17135692274
1797,142079.18412496417
1798,110074.34450364995
1799,104018.46385563225
1800,115470.67508231965
1801,121092.60396078406
1802,151726.53238505745
1803,167344.26625494834
1804,132228.55140355474
1805,140675.53224736813
1806,139594.5476811198
1807,163940.32019061758
1808,123271.10339599683
1809,124349.81067366555
1810,145671.71576042398
1811,97014.52270128115
1812,100186.4117476134
1813,117523.03095320401
1814,83941.23333923996
1815,24632.82012345729
1816,110817.52730923003
1817,109302.0329837239
1818,181823.9346712729
1819,148811.3074153829
1820,49740.41429830469
1821,127509.2213750174
1822,153739.79556694525
1823,30396.466983450577
1824,148124.93953225116
1825,146672.6424991874
1826,97625.19671010925
1827,92812.34922559453
1828,134147.5561561026
1829,146835.81462629518
1830,161490.81663886202
1831,161065.1167209962
1832,87941.21541591095
1833,153511.70587391057
1834,117864.38314081346
1835,107009.06011692931
1836,138429.69917611516
1837,78566.84413990927
1838,110442.85826389224
1839,101975.73192595309
1840,169385.5975982101
1841,157755.00605518016
1842,103964.84963335689
1843,118046.18186697061
1844,132514.86189621282
1845,144548.28713411122
1846,140326.97751689886
1847,172669.58026403267
1848,17355.90443759988
1849,126009.83246970817
1850,123435.86025349287
1851,153833.3797456929
1852,130936.49083741677
1853,126666.19682870347
1854,184012.75289978564
1855,152553.60965148846
1856,232875.25873310247
1857,153293.89953043335
1858,161982.1275332354
1859,127915.63900409176
1860,160081.20564084212
1861,126633.72685131994
1862,320678.5872549662
1863,319171.52132785175
1864,319185.76071480353
1865,354850.61088023934
1866,352049.5906675642
1867,236953.32836395298
1868,296586.47763070674
1869,219128.54107383388
1870,232276.32189297967
1871,272705.73934031796
1872,187711.86558836457
1873,233590.86810483117
1874,149406.96903753627
1875,206416.74668033945
1876,198665.13921012648
1877,204852.97602835286
1878,215986.0828770458
1879,105567.54557294436
1880,128737.71684358083
1881,240192.65014594153
1882,252619.91802448692
1883,201125.33081553015
1884,215523.8619692342
1885,256327.6466726134
1886,290353.48353696126
1887,223713.74537662754
1888,263526.7065585697
1889,180748.5315976619
1890,110131.59585733744
1891,132767.39839241997
1892,81461.5145195667
1893,132244.89858742538
1894,114327.05727816842
1895,138730.7459471555
1896,123731.89490667914
1897,101943.73723774738
1898,125120.62846898958
1899,160924.22530297108
1900,154260.31890915934
1901,161435.72369464472
1902,139164.8972087828
1903,216704.9686625116
1904,142549.40198803393
1905,200284.9951942909
1906,153119.17375982107
1907,220848.16215711564
1908,118392.28505032699
1909,143967.63019444444
1910,124877.43865630782
1911,213065.3545327908
1912,287762.30318522226
1913,151641.6797903363
1914,58318.80099551371
1915,303008.55749667686
1916,41035.694963928836
1917,247070.73245485956
1918,145976.03750479332
1919,180436.99398519637
1920,181665.49402889083
1921,361546.60685466114
1922,334355.06212973216
1923,229831.78248362642
1924,226683.73646125465
1925,218320.08365210984
1926,373335.16989962745
1927,122189.02530967258
1928,152010.46290609465
1929,105574.01259728707
1930,125513.81840305559
1931,140495.47392629946
1932,137779.3880933707
1933,182347.47686714953
1934,180260.4562784826
1935,168791.3900859872
1936,192325.75201694548
1937,184756.9452486526
1938,179206.08264084955
1939,241403.36308043575
1940,196383.26121377404
1941,179209.19098513556
1942,191579.89732110838
1943,221962.94679447365
1944,341682.4277143652
1945,358850.5845543187
1946,134325.29544570736
1947,312513.41927963286
1948,173801.90597820297
1949,255737.60634951916
1950,201448.33312526048
1951,245419.7142649784
1952,211913.92615879665
1953,185752.97743857728
1954,210026.97526617686
1955,127225.63650905124
1956,292982.578439328
1957,169658.12469504974
1958,286748.17593247205
1959,154523.2363419719
1960,97589.24818361
1961,119130.7512744046
1962,94641.27509338586
1963,110168.5721298994
1964,100493.10474287208
1965,131445.14614647135
1966,139653.1127140634
1967,283225.02693610574
1968,378792.974037412
1969,366669.37108032266
1970,374518.9530115077
1971,427673.83151621936
1972,348871.76077018946
1973,269813.8356287473
1974,322694.505640735
1975,446849.28777714196
1976,268346.2951377148
1977,353317.17035041976
1978,330063.97832322645
1979,307301.0806290896
1980,190317.66007140328
1981,337169.34384012944
1982,205071.20934690718
1983,193397.68628253328
1984,184201.82297310542
1985,235350.6015030595
1986,205023.07975092277
1987,210954.2462505743
1988,184353.04078901216
1989,209712.31124268318
1990,218896.6493232027
1991,217879.14546499142
1992,238652.2527134482
1993,191792.7768124185
1994,236545.34917519707
1995,192205.8806654522
1996,282388.13135745924
1997,316502.38330309454
1998,291924.25855675596
1999,263336.4298677871
2000,299108.08322034794
2001,263327.286100202
2002,252318.58206095634
2003,261381.05160999973
2004,280015.1903852076
2005,236842.01745613542
2006,212617.15135151186
2007,249086.3311175343
2008,214723.53331702706
2009,210447.1584540495
2010,205437.3613817006
2011,146497.97121179153
2012,184647.8701987601
2013,173750.76400894666
2014,183790.17322862017
2015,200939.63985718353
2016,198345.3926847879
2017,203135.69786149904
2018,126712.56719463204
2019,133471.52327627802
2020,83077.74854171074
2021,83299.73382064988
2022,180143.37316893012
2023,148593.11434065874
2024,275851.991974965
2025,338456.05260664877
2026,171967.10463749614
2027,157242.6175308467
2028,164538.59506107867
2029,168569.95659948414
2030,263895.8530818027
2031,245562.36310024315
2032,264827.12464309146
2033,256425.82304527424
2034,174865.36341655336
2035,226599.11637164588
2036,210817.29353445506
2037,211568.52675638977
2038,318233.04668153287
2039,217836.62297401714
2040,326221.59922211996
2041,290164.7840311492
2042,211130.19132855537
2043,170877.40540793465
2044,184804.49721371243
2045,193294.4228714577
2046,147240.7737785045
2047,135130.05748000913
2048,144149.12290948053
2049,139193.92906500003
2050,168203.5797305551
2051,114374.97237724504
2052,139488.98528793477
2053,142854.51801288273
2054,82369.99675865339
2055,165049.8432998408
2056,154074.84761431004
2057,100677.26284209591
2058,212665.16704913854
2059,127413.90874045403
2060,183847.2927162768
2061,192667.4470798276
2062,121140.69078639054
2063,121155.46041581756
2064,120677.17271783989
2065,119129.83782956935
2066,188860.9842599318
2067,131891.48753113256
2068,147669.27320268532
2069,88017.2414854739
2070,118495.1948198928
2071,92592.51310306363
2072,149344.9147044114
2073,130276.91883055602
2074,164159.39690523248
2075,160211.24685374272
2076,123267.79431527789
2077,143641.42150078126
2078,102058.15792842857
2079,148033.23942844814
2080,135866.51485389084
2081,117886.76928955689
2082,127674.48731662724
2083,149511.40886528982
2084,106560.85774391438
2085,110172.11850298161
2086,139787.3365750287
2087,127443.57032231135
2088,95615.34699722278
2089,68899.80588051635
2090,128219.39590216972
2091,80942.44382560994
2092,133449.7546761392
2093,160579.39322627767
2094,126004.38088807074
2095,130048.3259279583
2096,80437.98231916034
2097,93982.77573406424
2098,148910.73362609
2099,29533.240344174672
2100,59058.93882600195
2101,102258.168741152
2102,140062.13440641869
2103,89830.52573785087
2104,146603.20888003876
2105,133578.03437842234
2106,34941.846354151
2107,208772.27181338958
2108,119088.21120374842
2109,98978.56016336149
2110,124105.15153990807
2111,153441.05233291897
2112,140375.0113952734
2113,103992.66276718401
2114,116199.26405500955
2115,154238.62433698814
2116,110870.55439496625
2117,142646.9755471978
2118,131765.38020371454
2119,101510.64692403316
2120,120380.75461088197
2121,88681.88286501564
2122,99229.44425983551
2123,75356.41209161226
2124,178700.75175222277
2125,139947.32306730218
2126,145767.8148425906
2127,174575.19549127188
2128,137938.75752983897
2129,113989.28987972454
2130,127345.5993112713
2131,152106.26308642517
2132,121788.1456911597
2133,125773.86557603467
2134,142144.27474002852
2135,103679.51597872835
2136,51300.40913025783
2137,115127.94376552239
2138,135284.45125502392
2139,147752.7144614013
2140,131907.59061128067
2141,159452.50304261118
2142,119672.4587818321
2143,149966.6936514397
2144,95180.023265988
2145,135584.42538735425
2146,200833.17498225038
2147,142408.46214322263
2148,152556.84297275293
2149,142958.72227228477
2150,227670.57280413178
2151,133976.84056717574
2152,184995.1602129446
2153,201722.15353220902
2154,110303.35495858648
2155,148758.1219982024
2156,260816.68899158013
2157,232446.40116812094
2158,231884.51409559028
2159,229771.25586932298
2160,196806.59968787397
2161,250108.07156554546
2162,370414.7414128676
2163,355271.6814782029
2164,250704.9766127209
2165,208742.2388438039
2166,154734.92892723664
2167,220985.24657763704
2168,193699.61137275698
2169,198374.62436188446
2170,220184.3453578171
2171,156291.92378479132
2172,136146.23325588467
2173,193468.33151395744
2174,232510.91597738105
2175,273862.0028624646
2176,301755.2826150651
2177,237573.04810590725
2178,229646.4555960582
2179,145297.30562000937
2180,230728.2919451077
2181,201838.6661682309
2182,226822.3853841766
2183,197726.250499375
2184,123082.64972030578
2185,125962.87958454814
2186,140718.95753592608
2187,158708.92703975848
2188,167096.1284143444
2189,332174.44027432613
2190,92224.09156900628
2191,79081.68615743886
2192,68889.8276081307
2193,131648.0015252221
2194,96518.2485360039
2195,85408.36037170976
2196,113581.05018850882
2197,114218.82955520561
2198,173575.98013647308
2199,207114.9762291822
2200,144489.73578690228
2201,132302.93660322338
2202,211145.16765224474
2203,132383.8760643341
2204,154610.8818675321
2205,116279.78298226245
